name,From,To,Pos,Ht,Wt,Birth Date,College,player_headshot,player_id
John McCullough,1982,1982,G,6-4,190,1956-10-5,University of Oklahoma,,2570
Clint McDaniel,1996,1996,G,6-4,180,1972-02-26,University of Arkansas,,2571
Xavier McDaniel,1986,1998,F,6-7,205,1963-06-4,Wichita State University,,2572
Jim McDaniels,1972,1978,C-F,6-11,228,1948-04-2,Western Kentucky University,,2573
K.J. McDaniels,2015,2017,G-F,6-6,205,1993-02-9,Clemson University,,2574
Doug McDermott,2015,2017,F,6-8,225,1992-01-3,Creighton University,,2575
Ben McDonald,1986,1989,F,6-8,210,1962-07-20,"University of California, Irvine",,2576
Glenn McDonald,1975,1977,F-G,6-6,190,1952-03-18,"California State University, Long Beach",,2577
Michael McDonald,1998,1998,C,6-10,232,1969-02-13,University of New Orleans,,2578
Roderick McDonald,1971,1973,F,6-6,205,1945-04-9,Whitworth,,2579
Hank McDowell,1982,1987,F-C,6-9,215,1959-11-13,University of Memphis,,2580
Antonio McDyess,1996,2011,F-C,6-9,220,1974-09-7,University of Alabama,"static/useful_pics/Antonio McDyess.png",2581
Jim McElroy,1976,1982,G,6-3,190,1953-10-4,Central Michigan University,,2582
Patrick McFarland,1974,1976,F-G,6-5,185,1951-12-7,Saint Joseph's University,,2583
Ivan McFarlin,2007,2007,F,6-8,240,1982-04-26,Oklahoma State University,,2584
Mel McGaha,1949,1949,G,6-1,190,1926-09-26,University of Arkansas,,2585
Mitch McGary,2015,2016,F-C,6-10,255,1992-06-6,University of Michigan,,2586
JaVale McGee,2009,2017,C,7-0,270,1988-01-19,"University of Nevada, Reno","static/useful_pics/JaVale McGee.png",2587
Mike McGee,1982,1990,G-F,6-5,190,1959-07-29,University of Michigan,,2588
Bill McGill,1963,1970,C-F,6-9,225,1939-09-16,University of Utah,,2589
George McGinnis,1972,1982,F-C,6-8,235,1950-08-12,Indiana University,,2590
Jon McGlocklin,1966,1976,G-F,6-5,205,1943-06-10,Indiana University,,2591
Tracy McGrady,1998,2012,F-G,6-8,210,1979-05-24,,"static/useful_pics/Tracy McGrady.png",2592
Gil McGregor,1972,1972,F,6-8,240,1949-06-14,Wake Forest University,,2593
Elton McGriff,1968,1969,C,6-9,225,1942-08-21,Creighton University,,2594
Rodney McGruder,2017,2017,G,6-4,205,1991-07-29,Kansas State University,,2595
Alfred McGuire,1952,1955,G-F,6-2,180,1928-09-7,St. John's University,,2596
Allie McGuire,1974,1974,G,6-3,175,1951-07-10,Marquette University,,2597
Dick McGuire,1950,1960,G,6-0,180,1926-01-25,St. John's University,,2598
Dominic McGuire,2008,2013,F,6-9,220,1985-10-20,"California State University, Fresno","static/useful_pics/Dominic McGuire.png",2599
Kevin McHale,1981,1993,F-C,6-10,210,1957-12-19,University of Minnesota,,2600
Maurice McHartley,1968,1970,G-F,6-3,185,1942-08-1,North Carolina Agricultural and Technical State University,,2601
Jim McIlvaine,1995,2001,C,7-1,240,1972-07-30,Marquette University,,2602
Jeff McInnis,1997,2008,G,6-4,190,1974-10-22,University of North Carolina,"static/useful_pics/Jeff McInnis.png",2603
Kenny McIntosh,1972,1975,F,6-7,225,1949-01-21,Eastern Michigan University,,2604
Bob McIntyre,1968,1970,F,6-6,215,1944-01-23,St. John's University,,2605
Jerry McKee,1970,1970,G,6-3,190,1946-08-4,Ohio University,,2606
Kevin McKenna,1982,1988,G-F,6-5,195,1959-01-8,Creighton University,,2607
Forrest McKenzie,1987,1987,F,6-7,200,1963-02-16,Loyola Marymount University,,2608
Stan McKenzie,1968,1974,F-G,6-5,195,1944-10-6,New York University,,2609
Derrick McKey,1988,2002,F-C,6-9,205,1966-10-10,University of Alabama,,2610
Aaron McKie,1995,2007,G,6-5,209,1972-10-2,Temple University,,2611
Billy McKinney,1979,1986,G,6-0,160,1955-06-5,Northwestern University,,2612
Bones McKinney,1947,1952,F-C,6-6,185,1919-01-1,University of North Carolina,,2613
Carlton McKinney,1990,1992,G,6-4,190,1964-10-21,Southern Methodist University,,2614
Ben McLemore,2014,2017,G,6-5,195,1993-02-11,University of Kansas,,2615
McCoy McLemore,1965,1972,F-C,6-7,230,1942-04-3,Drake University,,2616
George McLeod,1953,1953,F,6-5,200,1931-01-3,Texas Christian University,,2617
Keith McLeod,2004,2007,G,6-2,188,1979-11-5,Bowling Green State University,,2618
Roshown McLeod,1999,2001,F,6-8,221,1975-11-17,Duke University,,2619
Jack McMahon,1953,1960,G,6-1,185,1928-12-3,St. John's University,,2620
Nate McMillan,1987,1998,G-F,6-5,195,1964-08-3,North Carolina State University,,2621
Tom McMillen,1976,1986,F-C,6-11,215,1952-05-26,University of Maryland,,2622
Jim McMillian,1971,1979,F,6-5,215,1948-03-11,Columbia University,,2623
Shellie McMillon,1959,1962,F,6-5,205,1936-03-11,Bradley University,,2624
Mal McMullen,1950,1951,F-C,6-5,210,1927-08-23,Xavier University,,2625
Chet McNabb,1948,1948,F,6-2,200,1920-09-19,Arizona State University,,2626
Mark McNamara,1983,1991,C-F,6-11,235,1959-06-8,University of California,,2627
Joe McNamee,1951,1952,F-C,6-6,210,1926-09-24,University of San Francisco,,2628
Jerel McNeal,2015,2015,G,6-3,200,1987-06-1,Marquette University,,2629
Chris McNealy,1986,1988,F,6-7,210,1961-07-15,San Jose State University,,2630
Bob McNeill,1961,1962,G,6-1,170,1938-10-22,Saint Joseph's University,,2631
Larry McNeill,1974,1979,F-C,6-9,195,1951-01-31,Marquette University,,2632
Carl McNulty,1955,1955,G,6-3,185,1930-02-14,Purdue University,,2633
Paul McPherson,2001,2001,G,6-4,210,1978-07-3,DePaul University,,2634
Roy McPipe,1975,1975,G,6-3,205,1950-05-5,"Montana State University, Billings",,2635
Cozell McQueen,1987,1987,F,6-11,235,1962-01-18,North Carolina State University,,2636
Jordan McRae,2016,2017,G,6-6,185,1991-03-28,University of Tennessee,,2637
Thales McReynolds,1966,1966,G,6-3,185,1943-06-8,Miles College,,2638
Josh McRoberts,2008,2017,F,6-10,240,1987-02-28,Duke University,"static/useful_pics/Josh McRoberts.png",2639
Eric McWilliams,1973,1973,F,6-8,200,1950-04-18,"California State University, Long Beach",,2640
George Mearns,1947,1948,F,6-3,175,1922-04-18,University of Rhode Island,,2641
Stanislav Medvedenko,2001,2007,F,6-10,250,1979-04-4,,,2642
Darnell Mee,1994,1995,G,6-5,175,1971-02-11,Western Kentucky University,,2643
Jodie Meeks,2010,2017,G,6-4,210,1987-08-21,University of Kentucky,"static/useful_pics/Jodie Meeks.png",2644
Cliff Meely,1972,1976,F-C,6-8,215,1947-07-10,University of Colorado,,2645
Scott Meents,1990,1991,F,6-10,225,1964-01-4,University of Illinois at Urbana-Champaign,,2646
Dick Mehen,1950,1952,F-C,6-5,195,1922-05-20,University of Tennessee,,2647
Monk Meineke,1953,1958,F-C,6-7,208,1930-10-30,University of Dayton,,2648
Carl Meinhold,1948,1949,G-F,6-2,185,1926-03-29,Long Island University,,2649
Salah Mejri,2016,2017,C,7-1,245,1986-06-15,,,2650
Gal Mekel,2014,2015,G,6-3,191,1988-03-4,Wichita State University,,2651
Bill Melchionni,1967,1976,G,6-1,165,1944-10-19,Villanova University,,2652
Gary Melchionni,1974,1975,G,6-2,185,1951-01-19,Duke University,,2653
Fab Melo,2013,2013,C,7-0,255,1990-06-20,Syracuse University,"static/useful_pics/Fab Melo.png",2654
Ed Melvin,1947,1947,G,5-9,170,1916-02-13,Duquesne University,,2655
Dean Meminger,1972,1977,G,6-0,175,1948-05-13,Marquette University,,2656
Chuck Mencel,1956,1957,G,6-0,168,1933-04-21,University of Minnesota,,2657
John Mengelt,1972,1981,G,6-2,195,1949-10-16,Auburn University,,2658
Ken Menke,1950,1950,G,6-0,168,1922-10-2,University of Illinois at Urbana-Champaign,,2659
Pops Mensah-Bonsu,2007,2011,F,6-9,240,1983-09-7,George Washington University,"static/useful_pics/Pops Mensah-Bonsu.png",2660
Dewitt Menyard,1968,1968,C,6-10,210,1944-05-24,University of Utah,,2661
Ron Mercer,1998,2005,G-F,6-7,210,1976-05-18,University of Kentucky,,2662
Joe Meriweather,1976,1985,C-F,6-10,215,1953-10-26,Southern Illinois University,,2663
Porter Meriwether,1963,1963,G,6-2,180,1940-03-16,Tennessee State University,,2664
Tom Meschery,1962,1971,F,6-6,215,1938-10-26,Saint Mary's College of California,,2665
Bill Meyer,1968,1968,G,6-3,195,1943-08-30,Hiram College,,2666
Loren Meyer,1996,1999,C,6-10,257,1972-12-30,Iowa State University,,2667
Dave Meyers,1976,1980,F-C,6-8,215,1953-04-21,"University of California, Los Angeles",,2668
Stan Miasek,1947,1953,C-F,6-5,210,1924-08-8,,,2669
Larry Micheaux,1984,1985,F,6-9,220,1960-03-24,University of Houston,,2670
Jordan Mickey,2016,2017,F,6-8,235,1994-07-9,Louisiana State University,,2671
Khris Middleton,2013,2017,F-G,6-8,234,1991-08-12,Texas A&M University,"static/useful_pics/Khris Middleton.png",2672
Red Mihalik,1947,1947,G,6-0,180,1916-09-22,,,2673
Chris Mihm,2001,2009,C,7-0,265,1979-07-16,University of Texas at Austin,,2674
Ed Mikan,1949,1954,C-F,6-8,230,1925-10-20,DePaul University,,2675
George Mikan,1949,1956,C,6-10,245,1924-06-18,DePaul University,,2676
Larry Mikan,1971,1971,F,6-7,210,1948-04-8,University of Minnesota,,2677
Vern Mikkelsen,1950,1959,F-C,6-7,230,1928-10-21,Hamline University,,2678
Al Miksis,1950,1950,C,6-7,210,1928-02-2,Western Illinois University,,2679
Aaron Miles,2006,2006,G,6-1,175,1983-04-13,University of Kansas,,2680
C.J. Miles,2006,2017,G-F,6-6,225,1987-04-18,,"static/useful_pics/C.J. Miles.png",2681
Darius Miles,2001,2009,F,6-9,210,1981-10-9,,"static/useful_pics/Darius Miles.png",2682
Eddie Miles,1964,1972,G-F,6-4,195,1940-07-5,Seattle University,,2683
Marko Milic,1998,1999,G-F,6-6,235,1977-05-7,,,2684
Darko Milicic,2004,2013,F-C,7-0,250,1985-06-20,,,2685
Nat Militzok,1947,1947,F,6-3,195,1923-05-3,Cornell University,,2686
Andre Miller,2000,2016,G,6-3,200,1976-03-19,University of Utah,"static/useful_pics/Andre Miller.png",2687
Anthony Miller,1995,2005,F,6-9,225,1971-10-22,Michigan State University,,2688
Bill Miller,1949,1949,F,6-3,190,1924-11-24,University of North Carolina,,2689
Bob Miller,1984,1984,F,6-10,230,1956-07-9,University of Cincinnati,,2690
Brad Miller,1999,2012,C,6-11,244,1976-04-12,Purdue University,"static/useful_pics/Brad Miller.png",2691
Darius Miller,2013,2015,F,6-8,235,1990-03-21,University of Kentucky,"static/useful_pics/Darius Miller.png",2692
Dick Miller,1981,1981,F,6-6,215,1958-04-26,University of Toledo,,2693
Eddie Miller,1953,1954,C-F,6-8,225,1931-06-18,Syracuse University,,2694
Harry Miller,1947,1947,C-F,6-4,230,1923-07-28,University of North Carolina,,2695
Jay Miller,1968,1971,F,6-5,205,1943-07-19,University of Notre Dame,,2696
Larry Miller,1969,1975,G-F,6-4,190,1946-04-4,University of North Carolina,,2697
Mike Miller,2001,2017,F-G,6-8,218,1980-02-19,University of Florida,"static/useful_pics/Mike Miller.png",2698
Oliver Miller,1993,2004,C,6-9,280,1970-04-6,University of Arkansas,,2699
Quincy Miller,2013,2015,F,6-9,210,1992-11-18,Baylor University,"static/useful_pics/Quincy Miller.png",2700
Reggie Miller,1988,2005,G-F,6-7,185,1965-08-24,"University of California, Los Angeles",,2701
Walt Miller,1947,1947,F,6-2,190,1915-07-30,Duquesne University,,2702
Chris Mills,1994,2003,F,6-6,215,1970-01-25,University of Arizona,,2703
John Mills,1947,1947,C-F,6-8,203,1919-09-7,Western Kentucky University,,2704
Patrick Mills,2010,2017,G,6-0,185,1988-08-11,Saint Mary's College of California,"static/useful_pics/Patrick Mills.png",2705
Terry Mills,1991,2001,F,6-10,230,1967-12-21,University of Michigan,,2706
Elijah Millsap,2015,2016,G-F,6-6,225,1987-08-12,University of Alabama at Birmingham,,2707
Paul Millsap,2007,2017,F,6-8,246,1985-02-10,Louisiana Tech University,"static/useful_pics/Paul Millsap.png",2708
Harold Miner,1993,1996,G,6-5,210,1971-05-5,University of Southern California,,2709
Yao Ming,2003,2011,C,7-6,310,1980-09-12,,"static/useful_pics/Yao Ming.png",2710
Dirk Minniefield,1986,1988,G,6-3,180,1961-01-17,University of Kentucky,,2711
Dave Minor,1952,1953,G-F,6-2,185,1922-02-24,"University of California, Los Angeles",,2712
Greg Minor,1995,1999,G-F,6-6,210,1971-09-18,University of Louisville,,2713
Mark Minor,1973,1973,F,6-6,215,1950-05-14,Ohio State University,,2714
Nikola Mirotic,2015,2017,F,6-10,220,1991-02-11,,,2715
Wat Misaka,1948,1948,G,5-7,150,1923-12-21,University of Utah,,2716
Jason Miskiri,2000,2000,G,6-2,175,1975-08-19,George Mason University,,2717
Leland Mitchell,1968,1968,G,6-4,210,1941-02-22,Mississippi State University,,2718
Mike Mitchell,1979,1988,F,6-7,215,1956-01-1,Auburn University,,2719
Murray Mitchell,1950,1950,C,6-6,,1923-03-19,Sam Houston State University,,2720
Sam Mitchell,1990,2002,F,6-6,210,1963-09-2,Mercer University,,2721
Todd Mitchell,1989,1989,F,6-7,205,1966-07-26,Purdue University,,2722
Tony Mitchell,2014,2014,F,6-6,216,1989-08-7,University of Alabama,,2723
Tony Mitchell,2014,2014,F,6-8,235,1992-04-7,University of North Texas,,2724
Steve Mix,1970,1983,F,6-7,215,1947-12-30,University of Toledo,,2725
Bill Mlkvy,1953,1953,F,6-4,190,1931-01-19,Temple University,,2726
Cuttino Mobley,1999,2009,G,6-4,190,1975-09-1,University of Rhode Island,,2727
Eric Mobley,1995,1997,C,6-11,235,1970-02-1,University of Pittsburgh,,2728
Doug Moe,1968,1972,F-G,6-5,215,1938-09-21,University of North Carolina,,2729
Larry Moffett,1978,1978,F,6-8,210,1954-11-5,"University of Nevada, Las Vegas",,2730
Leo Mogus,1947,1951,F-C,6-4,190,1921-04-13,Youngstown State University,,2731
Nazr Mohammed,1999,2016,C,6-10,221,1977-09-5,University of Kentucky,"static/useful_pics/Nazr Mohammed.png",2732
Jerome Moiso,2001,2005,F-C,6-10,235,1978-06-15,"University of California, Los Angeles",,2733
Paul Mokeski,1980,1991,C-F,7-0,250,1957-01-3,University of Kansas,,2734
Jack Molinas,1954,1954,F,6-6,200,1931-10-31,Columbia University,,2735
Wayne Molis,1967,1968,F,6-8,230,1943-04-17,Lewis University,,2736
Sidney Moncrief,1980,1991,G,6-3,180,1957-09-21,University of Arkansas,,2737
Eric Money,1975,1980,G,6-0,170,1955-02-6,University of Arizona,,2738
Sergei Monia,2006,2006,F,6-8,220,1983-04-15,,,2739
Earl Monroe,1968,1980,G,6-3,185,1944-11-21,Winston-Salem State University,,2740
Greg Monroe,2011,2017,C-F,6-11,265,1990-06-4,Georgetown University,"static/useful_pics/Greg Monroe.png",2741
Rodney Monroe,1992,1992,G,6-3,185,1968-04-16,North Carolina State University,,2742
Luis Montero,2016,2016,G,6-7,185,1993-04-6,Westchester CC,,2743
Howie Montgomery,1963,1963,F,6-5,220,1940-08-22,University of Texas-Pan American,,2744
Eric Montross,1995,2002,C,7-0,270,1971-09-23,University of North Carolina,,2745
Jamario Moon,2008,2012,F,6-8,205,1980-06-13,Meridian Community College,"static/useful_pics/Jamario Moon.png",2746
Jim Mooney,1953,1953,F,6-5,215,1930-07-8,Villanova University,,2747
Andre Moore,1988,1988,F,6-9,215,1964-07-2,Loyola University of Chicago,,2748
E'Twaun Moore,2012,2017,G,6-4,191,1989-02-28,Purdue University,"static/useful_pics/E'Twaun Moore.png",2749
Gene Moore,1969,1975,C-F,6-9,225,1945-07-29,Saint Louis University,,2750
Jackie Moore,1955,1957,F,6-5,180,1932-09-24,La Salle University,,2751
Johnny Moore,1981,1990,G,6-1,175,1958-03-3,University of Texas at Austin,,2752
Larry Moore,1968,1968,F,6-7,215,,,,2753
Lowes Moore,1981,1983,G,6-1,170,1957-05-5,West Virginia University,,2754
Mikki Moore,1999,2012,C,6-11,225,1975-11-4,University of Nebraska,"static/useful_pics/Mikki Moore.png",2755
Otto Moore,1969,1977,C-F,6-11,205,1946-08-27,University of Texas-Pan American,,2756
Richard Moore,1968,1968,G,6-2,190,,Hiram Scott College,,2757
Ron Moore,1988,1988,C,7-0,260,1962-01-16,West Virginia State University,,2758
Tracy Moore,1992,1997,G-F,6-4,200,1965-12-28,University of Tulsa,,2759
Eric Moreland,2015,2016,F-C,6-10,238,1991-12-24,Oregon State University,,2760
Jackie Moreland,1961,1970,F-G,6-7,215,1938-03-11,Louisiana Tech University,,2761
Guy Morgan,1983,1983,G,6-8,205,1960-08-23,Wake Forest University,,2762
Rex Morgan,1971,1972,G,6-5,190,1948-10-27,Jacksonville University,,2763
Elmore Morgenthaler,1947,1949,C,6-9,230,1922-08-3,New Mexico Institute of Mining and Technology,,2764
Darren Morningstar,1994,1994,C,6-10,235,1969-04-22,University of Pittsburgh,,2765
Chris Morris,1989,1999,F,6-8,210,1966-01-20,Auburn University,,2766
Darius Morris,2012,2015,G,6-4,190,1991-01-3,University of Michigan,"static/useful_pics/Darius Morris.png",2767
Isaiah Morris,1993,1993,F,6-8,229,1969-04-2,University of Arkansas,,2768
Marcus Morris,2012,2017,F,6-9,235,1989-09-2,University of Kansas,"static/useful_pics/Marcus Morris.png",2769
Markieff Morris,2012,2017,F,6-10,245,1989-09-2,University of Kansas,"static/useful_pics/Markieff Morris.png",2770
Max Morris,1950,1950,F-C,6-2,195,1925-03-14,Northwestern University,,2771
Randolph Morris,2007,2010,C,6-10,266,1986-01-2,University of Kentucky,"static/useful_pics/Randolph Morris.png",2772
Terence Morris,2002,2006,F,6-9,221,1979-01-11,University of Maryland,,2773
Adam Morrison,2007,2010,F,6-8,205,1984-07-19,Gonzaga University,"static/useful_pics/Adam Morrison.png",2774
John Morrison,1968,1968,G,6-2,190,1945-05-2,Canisius College,,2775
Mike Morrison,1990,1990,G,6-4,195,1967-08-16,Loyola College in Maryland,,2776
Red Morrison,1955,1958,F-C,6-8,220,1932-04-26,University of Idaho,,2777
Anthony Morrow,2009,2017,G,6-5,210,1985-09-27,Georgia Institute of Technology,"static/useful_pics/Anthony Morrow.png",2778
Dwayne Morton,1995,1995,F,6-7,195,1971-08-8,University of Louisville,,2779
John Morton,1990,1992,G,6-3,180,1967-05-18,Seton Hall University,,2780
Richard Morton,1989,1989,G,6-3,190,1966-02-2,"California State University, Fullerton",,2781
Glenn Mosley,1978,1979,F,6-8,195,1955-12-26,Seton Hall University,,2782
Perry Moss,1986,1987,G,6-2,185,1958-11-11,Northeastern University,,2783
Lawrence Moten,1996,1998,G,6-5,185,1972-03-25,Syracuse University,,2784
Donatas Motiejunas,2013,2017,F-C,7-0,222,1990-09-20,,"static/useful_pics/Donatas Motiejunas.png",2785
Hanno Mottola,2001,2002,C,6-11,247,1976-09-9,University of Utah,,2786
Arnett Moultrie,2013,2014,F,6-11,249,1990-11-18,Mississippi State University,"static/useful_pics/Arnett Moultrie.png",2787
Rick Mount,1971,1975,G,6-3,175,1947-01-5,Purdue University,,2788
Alonzo Mourning,1993,2008,C,6-10,240,1970-02-8,Georgetown University,"static/useful_pics/Alonzo Mourning.png",2789
Timofey Mozgov,2011,2017,C,7-1,275,1986-07-16,,"static/useful_pics/Timofey Mozgov.png",2790
Chuck Mrazovich,1951,1951,F,6-5,185,1924-02-26,Eastern Kentucky University,,2791
Emmanuel Mudiay,2016,2017,G,6-5,200,1996-03-5,,,2792
Erwin Mueller,1967,1974,C-F,6-8,230,1944-03-12,University of San Francisco,,2793
Shabazz Muhammad,2014,2017,F-G,6-6,223,1992-11-13,"University of California, Los Angeles",,2794
Joe Mullaney,1950,1950,G,6-0,165,1925-11-17,College of the Holy Cross,,2795
Bob Mullens,1947,1947,G,6-1,175,1922-11-1,Fordham University,,2796
Byron Mullens,2010,2014,C,7-0,275,1989-02-14,Ohio State University,"static/useful_pics/Byron Mullens.png",2797
Chris Mullin,1986,2001,F-G,6-6,200,1963-07-30,St. John's University,,2798
Jeff Mullins,1965,1976,G-F,6-4,190,1942-03-18,Duke University,,2799
Todd Mundt,1996,1996,C,7-0,250,1970-05-17,Delta State University,,2800
Xavier Munford,2016,2016,G,6-2,180,1992-06-1,University of Rhode Island,,2801
Chris Munk,1991,1991,F,6-9,225,1967-08-5,University of Southern California,,2802
George Munroe,1947,1948,G,5-11,170,1922-01-5,Dartmouth College,,2803
Eric Murdock,1992,2000,G,6-1,190,1968-06-14,Providence College,,2804
Gheorghe Muresan,1994,2000,C,7-7,303,1971-02-14,,,2805
Allen Murphy,1976,1977,G,6-5,190,1952-07-15,University of Louisville,,2806
Calvin Murphy,1971,1983,G,5-9,165,1948-05-9,Niagara University,,2807
Dick Murphy,1947,1947,G,6-1,175,1921-03-10,Manhattan College,,2808
Erik Murphy,2014,2014,F,6-10,230,1990-10-26,University of Florida,,2809
Jay Murphy,1985,1988,F,6-9,220,1962-06-26,Boston College,,2810
John Murphy,1947,1947,F,6-2,175,1924-09-13,,,2811
